"plot","sampleid","site","vegplot_area_cm2","species.x","LAI","chl","spal_live_stem_count","core_area_cm2","core_live_stem_count","plot_ag_1","plot_ag_2","stemsm2","species.y","live_stem_g","dead_stem_g","TotalBG_0_10_g","Rhizomes_0_10_g","TotalBG_10_30_g","Rhizomes_10_30_g","ag.total","survey","area","bg.total","rhiz.total","rhiz.shoot","rhiz.green.shoot","rhizm2.core","rootgreenshoot","rootshoot","bgm2.core","agm2.core","date","percent_n","percent_c","cn_ratio","percentC","percentN","elevation","lat","long","bgm2.areascaled","agm2.core.areascaled","rhizm2.areascaled","bgm2.core.stemscaled","agm2.core.stemscaled","zone","agm2.allom","agm2.allom.new","bgm2.allometric.rootshoot","bgm2.allometric.rootgreenshoot","bgm2.allo.new.rootshoot","bgm2.allo.new.rootgreenshoot","rhizm2.allometric.rootshoot","rhizm2.allometric.rootgreenshoot","rhizm2.allo.new.rootshoot","rhizm2.allo.new.rootgreenshoot","rhizm2.core.stemscaled","AGCg","wholeplantCg"
"m5","56m5","fluxa",625,"spal",NA,NA,13,NA,NA,13.6934930753635,14.9575997944952,208,"spal",NA,NA,NA,NA,NA,NA,NA,56,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-20,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",219.095889205817,239.321596711923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","79m5","fluxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"spal",NA,NA,NA,NA,NA,NA,NA,79,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-09,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","100m5","fluxa",625,"spal",NA,NA,14,NA,NA,4.77195284698602,8.97533563750062,224,"spal",NA,NA,NA,NA,NA,NA,NA,100,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-24,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",76.3512455517763,143.60537020001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","5m5","fluxa",625,"spal",NA,NA,22,NA,NA,37.6715498774092,29.9510121768185,352,"spal",NA,NA,NA,NA,NA,NA,NA,5,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-02,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",602.744798038547,479.216194829095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","91m5","fluxa",625,"spal",NA,NA,11,NA,NA,7.48088436461034,10.3532833800531,176,"spal",NA,NA,NA,NA,NA,NA,NA,91,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-14,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",119.694149833765,165.65253408085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","85m5","fluxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"spal",NA,NA,NA,NA,NA,NA,NA,85,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-10,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","70m5","fluxa",625,"spal",NA,NA,18,NA,NA,7.06240143456253,12.5657683025702,288,"spal",NA,NA,NA,NA,NA,NA,NA,70,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-31,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",112.998422953,201.052292841123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","98m5","fluxa",625,"spal",NA,NA,10,NA,NA,8.32395690371438,10.2756108553301,160,"spal",NA,NA,NA,NA,NA,NA,NA,98,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-17,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",133.18331045943,164.409773685282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","103m5","fluxa",625,"spal",NA,NA,10,NA,NA,11.9773207774124,14.2557241822495,160,"spal",NA,NA,NA,NA,NA,NA,NA,103,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-26,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",191.637132438599,228.091586915992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","118m5","fluxa",625,"spal",NA,NA,19,NA,NA,26.1684195054755,28.6874395163216,304,"spal",NA,NA,NA,NA,NA,NA,NA,118,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-11,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",418.694712087608,458.999032261146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","17m5","fluxa",625,"spal",NA,NA,16,NA,NA,33.0420902803724,31.0566014567883,256,"spal",NA,NA,9.37,NA,2.24,NA,NA,17,45.6036731187748,11.61,NA,NA,NA,NA,NA,NA,2545.84756139308,NA,2014-10-03,1.32,41.62,31.53,41.62,1.32,0.773,31.45,-81.2847,2545.84756139308,NA,NA,NA,NA,"m",528.673444485959,496.905623308613,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.033887595056,NA
"m5","94m5","fluxa",625,"spal",NA,NA,17,NA,NA,13.6117549685605,17.325221279408,272,"spal",NA,NA,NA,NA,NA,NA,NA,94,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-27,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",217.788079496969,277.203540470528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","89m5","fluxa",625,"spal",NA,NA,11,NA,NA,6.17037448757327,9.84398143424127,176,"spal",NA,NA,NA,NA,NA,NA,NA,89,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-30,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",98.7259918011724,157.50370294786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","51m5","fluxa",625,"spal",NA,NA,19,NA,NA,11.0384813389074,14.3767965079824,304,"spal",NA,NA,NA,NA,NA,NA,NA,51,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-15,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",176.615701422518,230.028744127718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","27m5","fluxa",625,"spal",NA,NA,17,NA,NA,12.3804393686168,16.7296323194659,272,"spal",NA,NA,NA,NA,NA,NA,NA,27,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-27,0.96,42.15,43.91,42.15,0.96,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",198.087029897869,267.674117111454,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.4936831019518,NA
"m5","77m5","fluxa",625,"spal",NA,NA,13,NA,NA,19.356124836021,19.8073566648075,208,"spal",NA,NA,NA,NA,NA,NA,NA,77,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-26,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",309.697997376335,316.917706636919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","114m5","fluxa",625,"spal",NA,NA,18,NA,NA,8.48015031529878,13.9532213547294,288,"spal",NA,NA,NA,NA,NA,NA,NA,114,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-10,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",135.68240504478,223.25154167567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","81m5","fluxa",625,"spal",NA,NA,9,NA,NA,9.70046765134141,11.0971338798955,144,"spal",NA,NA,NA,NA,NA,NA,NA,81,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-25,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",155.207482421463,177.554142078328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","43m5","fluxa",625,"spal",NA,NA,9,NA,NA,3.26156023434602,6.0744729664043,144,"spal",NA,NA,NA,NA,NA,NA,NA,43,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-21,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",52.1849637495364,97.1915674624688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","74m5","fluxa",625,"spal",0.79,NA,12,NA,NA,10.0166790019552,13.3407834419061,192,"spal",NA,NA,NA,NA,NA,NA,NA,74,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-29,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",160.266864031282,213.452535070498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","21m5","fluxa",625,"spal",NA,NA,17,NA,NA,5.28933122813378,10.3230643093655,272,"spal",NA,NA,NA,NA,NA,NA,NA,21,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-12,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",84.6292996501405,165.169028949849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","24m5","fluxa",625,"spal",NA,NA,18,NA,NA,13.2209967700995,18.348398378896,288,"spal",NA,NA,NA,NA,NA,NA,NA,24,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-13,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",211.535948321593,293.574374062336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","88m5","fluxa",625,"spal",NA,NA,11,NA,NA,2.54534582855198,5.60078578863435,176,"spal",NA,NA,NA,NA,NA,NA,NA,88,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-02,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",40.7255332568316,89.6125726181496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","121m5","fluxa",625,"spal",NA,NA,20,NA,NA,24.5964418093133,25.3290972751023,320,"spal",NA,NA,NA,NA,NA,NA,NA,121,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-06,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",393.543068949013,405.265556401637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","44m5","fluxa",625,"spal",NA,NA,20,NA,NA,3.83807907199101,9.02694151348492,320,"spal",NA,NA,NA,NA,NA,NA,NA,44,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-24,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",61.4092651518561,144.431064215759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","90m5","fluxa",625,"spal",NA,NA,5,NA,NA,3.59715015813125,5.01802040722369,80,"spal",NA,NA,NA,NA,NA,NA,NA,90,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-03,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",57.5544025301,80.288326515579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","97m5","fluxa",625,"spal",NA,NA,11,NA,NA,8.16847152369679,10.4563523015459,176,"spal",NA,NA,NA,NA,NA,NA,NA,97,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-30,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",130.695544379149,167.301636824735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","19m5","fluxa",625,"spal",NA,NA,15,NA,NA,4.56232222773636,8.70405215292495,240,"spal",NA,NA,NA,NA,NA,NA,NA,19,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-09,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",72.9971556437818,139.264834446799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","126m5","fluxa",625,"spal",NA,NA,24,NA,NA,13.0456016937478,20.8720800837601,384,"spal",NA,NA,NA,NA,NA,NA,NA,126,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-08,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",208.729627099965,333.953281340161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","54m5","fluxa",625,"spal",NA,NA,17,NA,NA,30.8794168846494,25.3189604900797,272,"spal",NA,NA,NA,NA,NA,NA,NA,54,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-11-10,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",494.07067015439,405.103367841275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","13m5","fluxa",625,"spal",NA,NA,14,NA,NA,19.8915226527268,20.6061704252728,224,"spal",NA,NA,NA,NA,NA,NA,NA,13,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-23,1.41,37.97,26.93,37.97,1.41,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",318.264362443629,329.698726804365,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.844978419846,NA
"m5","93m5","fluxa",625,"spal",NA,NA,8,NA,NA,11.2631394948879,12.4850845267303,128,"spal",NA,NA,NA,NA,NA,NA,NA,93,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-24,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",180.210231918206,199.761352427684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","86m5","fluxa",625,"spal",NA,NA,8,NA,NA,0.954378165983697,2.70355920973197,128,"spal",NA,NA,NA,NA,NA,NA,NA,86,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-30,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",15.2700506557392,43.2569473557115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","72m5","fluxa",625,"spal",NA,NA,13,NA,NA,4.65799289281636,8.58957513515294,208,"spal",NA,NA,NA,NA,NA,NA,NA,72,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-27,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",74.5278862850618,137.433202162447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","8m5","fluxa",625,"spal",NA,NA,25,NA,NA,3.89215963531193,9.98380258422917,400,"spal",NA,NA,NA,NA,NA,NA,NA,8,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-27,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",62.2745541649908,159.740841347667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","95m5","fluxa",625,"spal",0.54,NA,9,NA,NA,10.8748760176525,11.9798607604034,144,"spal",NA,NA,NA,NA,NA,NA,NA,95,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-30,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",173.99801628244,191.677772166455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","32m5","fluxa",625,"spal",NA,NA,13,NA,NA,12.4403833393398,14.600555717705,208,"spal",NA,NA,NA,NA,NA,NA,NA,32,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-26,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",199.046133429436,233.60889148328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","10m5","fluxa",625,"spal",NA,NA,29,NA,NA,11.1421464387901,20.0143427222053,464,"spal",NA,NA,NA,NA,NA,NA,NA,10,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-26,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",178.274343020641,320.229483555285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","96m5","fluxa",625,"spal",NA,NA,6,NA,NA,7.37125384415846,8.14352353099284,96,"spal",NA,NA,NA,NA,NA,NA,NA,96,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-28,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",117.940061506535,130.296376495885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","33m5","fluxa",625,"spal",NA,NA,10,NA,NA,3.07077787927228,5.9727499232604,160,"spal",NA,NA,NA,NA,NA,NA,NA,33,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-19,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",49.1324460683566,95.5639987721663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","20m5","fluxa",625,"spal",NA,NA,20,NA,NA,6.0452019501773,11.8785996180619,320,"spal",NA,NA,NA,NA,NA,NA,NA,20,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-14,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",96.7232312028369,190.05759388899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","122m5","fluxa",625,"spal",NA,NA,13,NA,NA,9.98371622907949,12.720617944447,208,"spal",NA,NA,NA,NA,NA,NA,NA,122,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-04,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",159.739459665272,203.529887111152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","3m5","fluxa",625,"spal",NA,NA,13,NA,NA,21.5814575484237,20.0163754484825,208,"spal",NA,NA,NA,NA,NA,NA,NA,3,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-08-12,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",345.303320774779,320.262007175719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","46m5","fluxa",625,"spal",NA,NA,15,NA,NA,8.3583084105139,12.8480310660537,240,"spal",NA,NA,NA,NA,NA,NA,NA,46,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-21,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",133.732934568222,205.568497056858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","102m5","fluxa",625,"spal",NA,NA,10,NA,NA,7.59553928306424,10.588129451055,160,"spal",NA,NA,NA,NA,NA,NA,NA,102,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-23,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",121.528628529028,169.41007121688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","112m5","fluxa",625,"spal",NA,NA,19,NA,NA,6.65058827962242,12.3922797377923,304,"spal",NA,NA,NA,NA,NA,NA,NA,112,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-01-30,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",106.409412473959,198.276475804676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","31m5","fluxa",625,"spal",NA,NA,10,NA,NA,6.29982763921979,8.9536056088213,160,"spal",NA,NA,NA,NA,NA,NA,NA,31,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-21,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",100.797242227517,143.257689741141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","38m5","fluxa",625,"spal",0.66,0.5,12,NA,NA,5.70901119544918,9.51222231690937,192,"spal",NA,NA,NA,NA,NA,NA,NA,38,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-12,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",91.3441791271868,152.19555707055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","71m5","fluxa",625,"spal",NA,NA,17,NA,NA,6.80147536250093,11.7358544795555,272,"spal",NA,NA,NA,NA,NA,NA,NA,71,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-26,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",108.823605800015,187.773671672888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","39m5","fluxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"spal",NA,NA,NA,NA,NA,NA,NA,39,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-17,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","69m5","fluxa",625,"spal",NA,NA,11,NA,NA,3.4993805130304,6.43019477119787,176,"spal",NA,NA,NA,NA,NA,NA,NA,69,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-15,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",55.9900882084864,102.883116339166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","41m5","fluxa",625,"spal",NA,0.6,25,NA,NA,10.1418750220436,17.7501154071394,400,"spal",NA,NA,NA,NA,NA,NA,NA,41,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-26,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",162.270000352698,284.00184651423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","6m5","fluxa",625,"spal",NA,NA,16,NA,NA,28.0942627870546,22.823871546467,256,"spal",NA,NA,NA,NA,NA,NA,NA,6,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-11-19,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",449.508204592873,365.181944743472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","123m5","fluxa",625,"spal",NA,NA,14,NA,NA,10.9460836370992,14.0789299826679,224,"spal",NA,NA,NA,NA,NA,NA,NA,123,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-05,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",175.137338193587,225.262879722687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","35m5","fluxa",625,"spal",NA,NA,15,NA,NA,14.1729278321979,17.7841170596264,240,"spal",NA,NA,NA,NA,NA,NA,NA,35,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-27,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",226.766845315167,284.545872954023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","47m5","fluxa",625,"spal",NA,NA,7,NA,NA,11.3068750293996,12.1411327876598,112,"spal",NA,NA,NA,NA,NA,NA,NA,47,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-04-19,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",180.910000470394,194.258124602557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","23m5","fluxa",625,"spal",NA,NA,13,NA,NA,7.81542975047029,11.9933745513789,208,"spal",NA,NA,NA,NA,NA,NA,NA,23,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-14,1.24,43.53,35.1,43.53,1.24,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",125.046876007525,191.893992822062,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4329051260754,NA
"m5","117m5","fluxa",625,"spal",NA,NA,14,NA,NA,12.9289783997235,16.3718041593761,224,"spal",NA,NA,NA,NA,NA,NA,NA,117,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",206.863654395575,261.948866550017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","45m5","fluxa",625,"spal",NA,NA,12,NA,NA,2.80316824479885,6.16649424890379,192,"spal",NA,NA,NA,NA,NA,NA,NA,45,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-02-06,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",44.8506919167816,98.6639079824606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","68m5","fluxa",625,"spal",NA,NA,13,NA,NA,7.67487755017229,11.0733874730345,208,"spal",NA,NA,NA,NA,NA,NA,NA,68,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-04,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",122.798040802757,177.174199568552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","22m5","fluxa",625,"spal",NA,NA,16,NA,NA,7.87352616693738,13.0711809112084,256,"spal",NA,NA,NA,NA,NA,NA,NA,22,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-25,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",125.976418670998,209.138894579334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m5","9m5","fluxa",625,"spal",NA,NA,28,NA,NA,7.80584806086364,16.1706614625223,448,"spal",NA,NA,NA,NA,NA,NA,NA,9,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-02-27,NA,NA,NA,NA,NA,0.773,31.45,-81.2847,NA,NA,NA,NA,NA,"m",124.893568973818,258.730583400358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
