Data set title: null. 2023. Spartina alterniflora marsh vegetation data along the Georgia coast used in the Belowground Ecosystem Resiliency Model version 2.0. Georgia Coastal Ecosystems LTER Data Catalog (data set PLT-GCET-2308; /data/PLT-GCET-2308),,,,,,,,,,
,,,,,,,,,,
Date,Site,Plot,Plant_species,Live_stem_count,Live_stem_g,Dead_stem_g,TotalBG_0_10_g,Rhizomes_0_10_g,TotalBG_10_30_g,Rhizomes_10_30_g
2019-01-31,fluxa,m3,spal,,,,,,,
2015-03-25,fluxa,m3,spal,,,,,,,
2020-06-25,fluxa,m3,spal,,,,,,,
2019-04-25,fluxa,m3,spal,,,,,,,
2017-12-20,fluxa,m3,spal,,,,,,,
2019-07-26,fluxa,m3,spal,,,,,,,
2019-07-31,fluxa,m3,spal,,,,,,,
2013-10-02,fluxa,m3,spal,,,,,,,
2016-12-21,fluxa,m3,spal,,,,,,,
2015-12-21,fluxa,m3,spal,,,,,,,
2016-01-26,fluxa,m3,spal,,,,,,,
2017-02-06,fluxa,m3,spal,,,,,,,
2018-07-06,fluxa,m3,spal,,,,,,,
2017-03-21,fluxa,m3,spal,,,,,,,
2018-08-22,fluxa,m3,spal,,,,,,,
2017-04-19,fluxa,m3,spal,,,,,,,
2018-09-20,fluxa,m3,spal,,,,,,,
2016-05-04,fluxa,m3,spal,2,1.8,0,7,4.34,10.6,8.12
2014-01-27,fluxa,m3,spal,,,,,,,
2017-08-15,fluxa,m3,spal,,,,,,,
2020-05-14,fluxa,m3,spal,,,,,,,
2019-02-26,fluxa,m3,spal,,,,,,,
2019-03-27,fluxa,m3,spal,,,,,,,
2018-04-25,fluxa,m3,spal,,,,,,,
2019-05-29,fluxa,m3,spal,,,,,,,
2018-01-31,fluxa,m3,spal,,,,,,,
2020-10-28,fluxa,m3,spal,,,,,,,
2019-08-09,fluxa,m3,spal,,,,,,,
2021-01-26,fluxa,m3,spal,,,,,,,
2020-03-02,fluxa,m3,spal,,,,,,,
2018-05-29,fluxa,m3,spal,,,,,,,
2017-01-24,fluxa,m3,spal,,,,,,,
2019-12-10,fluxa,m3,spal,,,,,,,
2020-12-17,fluxa,m3,spal,,,,,,,
2020-01-30,fluxa,m3,spal,,,,,,,
2013-12-12,fluxa,m3,spal,,,,,,,
2020-08-27,fluxa,m3,spal,,,,,,,
2020-03-30,fluxa,m3,spal,,,,,,,
2018-12-04,fluxa,m3,spal,,,,,,,
2020-04-03,fluxa,m3,spal,,,,,,,
2017-10-03,fluxa,m3,spal,,,,,,,
2020-07-24,fluxa,m3,spal,,,,,,,
2018-11-06,fluxa,m3,spal,,,,,,,
2014-02-27,fluxa,m3,spal,,,,,,,
2019-09-25,fluxa,m3,spal,,,,,,,
2020-09-30,fluxa,m3,spal,,,,,,,
2018-06-13,fluxa,m3,spal,,,,,,,
2019-11-22,fluxa,m3,spal,,,,,,,
2020-11-30,fluxa,m3,spal,,,,,,,
2019-11-01,fluxa,m3,spal,,,,,,,
2021-02-24,fluxa,m4,spal,,,,,,,
2021-03-23,fluxa,m4,spal,,,,,,,
2021-04-23,fluxa,m4,spal,,,,,,,
2021-05-26,fluxa,m4,spal,,,,,,,
2022-01-30,fluxa,m4,spal,,,,,,,
2022-09-01,fluxa,m4,spal,,,,,,,
2021-06-23,fluxa,m4,spal,,,,,,,
2014-12-09,fluxa,m4,spal,,,,,,,
2021-07-20,fluxa,m4,spal,,,,,,,
2022-03-10,fluxa,m4,spal,,,,,,,
2022-04-12,fluxa,m4,spal,,,,,,,
2021-08-31,fluxa,m4,spal,,,,,,,
2015-05-13,fluxa,m4,spal,,,,,,,
2021-09-30,fluxa,m4,spal,,,,,,,
2021-10-26,fluxa,m4,spal,,,,,,,
2015-08-27,fluxa,m4,spal,,,,,,,
2022-06-07,fluxa,m4,spal,,,,,,,
2022-07-11,fluxa,m4,spal,,,,,,,
2014-05-27,fluxa,m4,spal,,,,,,,
2014-03-26,fluxa,m4,spal,,,,,,,
2021-12-02,fluxa,m4,spal,,,,,,,
2022-01-13,fluxa,m4,spal,,,,,,,
2014-09-17,fluxa,m4,spal,,,,,,,
2014-04-24,fluxa,m4,spal,,,,,,,
2014-10-03,fluxa,m4,spal,,,,4.46,,4.73,
2022-10-06,fluxa,m4,spal,,,,,,,
2014-11-18,fluxa,m4,spal,,,,,,,
2022-02-10,fluxa,m4,spal,,,,,,,
2016-06-14,fluxa,m4,spal,,,,,,,
2015-01-14,fluxa,m4,spal,,,,,,,
2022-11-04,fluxa,m4,spal,,,,,,,
2022-12-05,fluxa,m4,spal,,,,,,,
2015-04-14,fluxa,m4,spal,,,,,,,
2017-11-30,fluxa,m4,spal,,,,,,,
2022-05-20,fluxa,m4,spal,,,,,,,
2015-06-25,fluxa,m4,spal,,,,,,,
2015-07-26,fluxa,m4,spal,,,,,,,
2016-09-13,fluxa,m4,spal,,,,,,,
2023-03-08,fluxa,m4,spal,,,,,,,
2013-07-10,fluxa,m4,spal,,,,,,,
2014-06-23,fluxa,m4,spal,,,,,,,
2022-08-04,fluxa,m4,spal,,,,,,,
2014-08-19,fluxa,m4,spal,,,,,,,
2016-03-30,fluxa,m4,spal,,,,,,,
2017-05-23,fluxa,m4,spal,,,,,,,
2017-06-30,fluxa,m4,spal,,,,,,,
2013-09-12,fluxa,m4,spal,,,,,,,
2013-06-11,fluxa,m4,spal,,,,,,,
2016-07-12,fluxa,m4,spal,,,,,,,
2015-02-12,fluxa,m4,spal,,,,,,,
2016-08-17,fluxa,m4,spal,,,,,,,
2023-02-17,fluxa,m4,spal,,,,,,,
2018-02-15,fluxa,m4,spal,,,,,,,
2015-09-23,fluxa,m4,spal,,,,,,,
2018-03-26,fluxa,m4,spal,,,,,,,
2015-10-28,fluxa,m4,spal,,,,,,,
2016-10-26,fluxa,m4,spal,,,,,,,
2015-11-20,fluxa,m4,spal,,,,,,,
2014-07-21,fluxa,m4,spal,,,,,,,
2016-02-19,fluxa,m4,spal,,,,,,,
2017-03-21,fluxa,m4,spal,,,,,,,
2016-04-27,fluxa,m4,spal,,,,,,,
2019-01-15,fluxa,m4,spal,,,,,,,
2017-07-18,fluxa,m4,spal,,,,,,,
2013-11-19,fluxa,m4,spal,,,,,,,
2019-01-31,fluxa,m4,spal,,,,,,,
2015-03-25,fluxa,m4,spal,,,,,,,
2017-11-10,fluxa,m4,spal,,,,,,,
2019-03-27,fluxa,m4,spal,,,,,,,
2019-04-25,fluxa,m4,spal,,,,,,,
2013-08-12,fluxa,m4,spal,,,,,,,
2019-07-26,fluxa,m4,spal,,,,,,,
2019-07-31,fluxa,m4,spal,,,,,,,
2013-10-02,fluxa,m4,spal,,,,,,,
2015-12-21,fluxa,m4,spal,,,,,,,
2016-01-26,fluxa,m4,spal,,,,,,,
2017-02-06,fluxa,m4,spal,,,,,,,
2018-07-06,fluxa,m4,spal,,,,,,,
2018-08-22,fluxa,m4,spal,,,,,,,
2017-04-19,fluxa,m4,spal,,,,,,,
2018-09-20,fluxa,m4,spal,,,,,,,
2016-05-04,fluxa,m4,spal,,,,,,,
2018-12-04,fluxa,m4,spal,,,,,,,
2014-01-27,fluxa,m4,spal,,,,,,,
2020-04-03,fluxa,m4,spal,,,,,,,
2017-08-15,fluxa,m4,spal,,,,,,,
2020-05-14,fluxa,m4,spal,,,,,,,
2017-10-03,fluxa,m4,spal,,,,,,,
2020-06-25,fluxa,m4,spal,,,,,,,
2019-02-26,fluxa,m4,spal,,,,,,,
2018-04-25,fluxa,m4,spal,,,,,,,
2017-12-20,fluxa,m4,spal,,,,,,,
2019-05-29,fluxa,m4,spal,,,,,,,
2018-01-31,fluxa,m4,spal,,,,,,,
2020-10-28,fluxa,m4,spal,,,,,,,
2019-08-09,fluxa,m4,spal,,,,,,,
2021-01-26,fluxa,m4,spal,,,,,,,
2020-03-02,fluxa,m4,spal,,,,,,,
2016-12-21,fluxa,m4,spal,,,,,,,
2017-01-24,fluxa,m4,spal,,,,,,,
2019-11-22,fluxa,m4,spal,,,,,,,
2019-12-10,fluxa,m4,spal,,,,,,,
2020-01-30,fluxa,m4,spal,,,,,,,
2013-12-12,fluxa,m4,spal,,,,,,,
2020-08-27,fluxa,m4,spal,,,,,,,
2020-03-30,fluxa,m4,spal,,,,,,,
2020-07-24,fluxa,m4,spal,,,,,,,
2018-11-06,fluxa,m4,spal,,,,,,,
2014-02-27,fluxa,m4,spal,,,,,,,
2019-09-25,fluxa,m4,spal,,,,,,,
2020-09-30,fluxa,m4,spal,,,,,,,
2020-11-30,fluxa,m4,spal,,,,,,,
2018-06-13,fluxa,m4,spal,,,,,,,
2018-05-29,fluxa,m4,spal,,,,,,,
2020-12-17,fluxa,m4,spal,,,,,,,
2019-11-01,fluxa,m4,spal,,,,,,,
2021-02-24,fluxa,m5,spal,,,,,,,
2021-03-23,fluxa,m5,spal,,,,,,,
2021-04-23,fluxa,m5,spal,,,,,,,
2021-05-26,fluxa,m5,spal,,,,,,,
2022-01-30,fluxa,m5,spal,,,,,,,
2021-06-23,fluxa,m5,spal,,,,,,,
2021-07-20,fluxa,m5,spal,,,,,,,
2022-03-10,fluxa,m5,spal,,,,,,,
2022-04-12,fluxa,m5,spal,,,,,,,
2021-08-31,fluxa,m5,spal,,,,,,,
2015-05-13,fluxa,m5,spal,,,,,,,
2021-09-30,fluxa,m5,spal,,,,,,,
2021-10-26,fluxa,m5,spal,,,,,,,
2015-08-27,fluxa,m5,spal,,,,,,,
2022-06-07,fluxa,m5,spal,,,,,,,
2022-07-11,fluxa,m5,spal,,,,,,,
2014-05-27,fluxa,m5,spal,,,,,,,
2014-03-26,fluxa,m5,spal,,,,,,,
2021-12-02,fluxa,m5,spal,,,,,,,
2022-01-13,fluxa,m5,spal,,,,,,,
2014-08-19,fluxa,m5,spal,,,,,,,
2014-09-17,fluxa,m5,spal,,,,,,,
2014-04-24,fluxa,m5,spal,,,,,,,
2014-10-03,fluxa,m5,spal,,,,9.37,,2.24,
2022-09-01,fluxa,m5,spal,,,,,,,
2022-10-06,fluxa,m5,spal,,,,,,,
2014-11-18,fluxa,m5,spal,,,,,,,
2022-02-10,fluxa,m5,spal,,,,,,,
2017-06-30,fluxa,m5,spal,,,,,,,
2014-12-09,fluxa,m5,spal,,,,,,,
2016-06-14,fluxa,m5,spal,,,,,,,
2022-11-04,fluxa,m5,spal,,,,,,,
2022-12-05,fluxa,m5,spal,,,,,,,
2015-04-14,fluxa,m5,spal,,,,,,,
2017-11-30,fluxa,m5,spal,,,,,,,
2022-05-20,fluxa,m5,spal,,,,,,,
2015-06-25,fluxa,m5,spal,,,,,,,
2015-07-26,fluxa,m5,spal,,,,,,,
2016-09-13,fluxa,m5,spal,,,,,,,
2023-03-08,fluxa,m5,spal,,,,,,,
2013-07-10,fluxa,m5,spal,,,,,,,
2014-06-23,fluxa,m5,spal,,,,,,,
2022-08-04,fluxa,m5,spal,,,,,,,
2014-07-21,fluxa,m5,spal,,,,,,,
2016-02-19,fluxa,m5,spal,,,,,,,
2016-03-30,fluxa,m5,spal,,,,,,,
2017-05-23,fluxa,m5,spal,,,,,,,
2013-06-11,fluxa,m5,spal,,,,,,,
2015-01-14,fluxa,m5,spal,,,,,,,
2015-02-12,fluxa,m5,spal,,,,,,,
2015-03-25,fluxa,m5,spal,,,,,,,
2016-08-17,fluxa,m5,spal,,,,,,,
2019-03-27,fluxa,m5,spal,,,,,,,
2023-02-17,fluxa,m5,spal,,,,,,,
2018-02-15,fluxa,m5,spal,,,,,,,
2015-09-23,fluxa,m5,spal,,,,,,,
2018-03-26,fluxa,m5,spal,,,,,,,
2015-10-28,fluxa,m5,spal,,,,,,,
2016-10-26,fluxa,m5,spal,,,,,,,
2015-11-20,fluxa,m5,spal,,,,,,,
2017-03-21,fluxa,m5,spal,,,,,,,
2016-04-27,fluxa,m5,spal,,,,,,,
2013-09-12,fluxa,m5,spal,,,,,,,
2019-01-15,fluxa,m5,spal,,,,,,,
2017-07-18,fluxa,m5,spal,,,,,,,
2016-07-12,fluxa,m5,spal,,,,,,,
2019-01-31,fluxa,m5,spal,,,,,,,
2017-10-03,fluxa,m5,spal,,,,,,,
2017-11-10,fluxa,m5,spal,,,,,,,
2019-04-25,fluxa,m5,spal,,,,,,,
2013-08-12,fluxa,m5,spal,,,,,,,
2019-07-26,fluxa,m5,spal,,,,,,,
2019-07-31,fluxa,m5,spal,,,,,,,
2013-10-02,fluxa,m5,spal,,,,,,,
2015-12-21,fluxa,m5,spal,,,,,,,
2016-01-26,fluxa,m5,spal,,,,,,,
2017-02-06,fluxa,m5,spal,,,,,,,
2018-07-06,fluxa,m5,spal,,,,,,,
2018-08-22,fluxa,m5,spal,,,,,,,
2017-04-19,fluxa,m5,spal,,,,,,,
2018-09-20,fluxa,m5,spal,,,,,,,
2016-05-04,fluxa,m5,spal,,,,,,,
2018-12-04,fluxa,m5,spal,,,,,,,
2014-01-27,fluxa,m5,spal,,,,,,,
2020-04-03,fluxa,m5,spal,,,,,,,
2013-11-19,fluxa,m5,spal,,,,,,,
2017-08-15,fluxa,m5,spal,,,,,,,
2020-05-14,fluxa,m5,spal,,,,,,,
2019-02-26,fluxa,m5,spal,,,,,,,
2018-04-25,fluxa,m5,spal,,,,,,,
2020-08-27,fluxa,m5,spal,,,,,,,
2017-12-20,fluxa,m5,spal,,,,,,,
2019-05-29,fluxa,m5,spal,,,,,,,
2018-01-31,fluxa,m5,spal,,,,,,,
2019-08-09,fluxa,m5,spal,,,,,,,
2021-01-26,fluxa,m5,spal,,,,,,,
2016-12-21,fluxa,m5,spal,,,,,,,
2017-01-24,fluxa,m5,spal,,,,,,,
2018-06-13,fluxa,m5,spal,,,,,,,
2019-11-22,fluxa,m5,spal,,,,,,,
2019-12-10,fluxa,m5,spal,,,,,,,
2020-01-30,fluxa,m5,spal,,,,,,,
2020-07-24,fluxa,m5,spal,,,,,,,
2013-12-12,fluxa,m5,spal,,,,,,,
2020-10-28,fluxa,m5,spal,,,,,,,
2020-06-25,fluxa,m5,spal,,,,,,,
2020-09-30,fluxa,m5,spal,,,,,,,
2018-11-06,fluxa,m5,spal,,,,,,,
2014-02-27,fluxa,m5,spal,,,,,,,
2019-09-25,fluxa,m5,spal,,,,,,,
2020-11-30,fluxa,m5,spal,,,,,,,
2018-05-29,fluxa,m5,spal,,,,,,,
2020-03-30,fluxa,m5,spal,,,,,,,
2020-03-02,fluxa,m5,spal,,,,,,,
2020-12-17,fluxa,m5,spal,,,,,,,
2019-11-01,fluxa,m5,spal,,,,,,,
2021-02-24,fluxa,m6,spal,,,,,,,
2021-03-23,fluxa,m6,spal,,,,,,,
2021-04-23,fluxa,m6,spal,,,,,,,
2021-05-26,fluxa,m6,spal,,,,,,,
2022-01-30,fluxa,m6,spal,,,,,,,
2021-06-23,fluxa,m6,spal,,,,,,,
2022-10-06,fluxa,m6,spal,,,,,,,
2021-07-20,fluxa,m6,spal,,,,,,,
2022-03-10,fluxa,m6,spal,,,,,,,
2022-04-12,fluxa,m6,spal,,,,,,,
2021-08-31,fluxa,m6,spal,,,,,,,
2022-12-05,fluxa,m6,spal,,,,,,,
2015-05-13,fluxa,m6,spal,,,,,,,
2021-09-30,fluxa,m6,spal,,,,,,,
2021-10-26,fluxa,m6,spal,,,,,,,
2022-06-07,fluxa,m6,spal,,,,,,,
2022-07-11,fluxa,m6,spal,,,,,,,
2014-05-27,fluxa,m6,spal,,,,,,,
2014-03-26,fluxa,m6,spal,,,,,,,
2021-12-02,fluxa,m6,spal,,,,,,,
2022-01-13,fluxa,m6,spal,,,,,,,
2014-08-19,fluxa,m6,spal,,,,,,,
2014-09-17,fluxa,m6,spal,,,,,,,
2014-04-24,fluxa,m6,spal,,,,,,,
2014-10-03,fluxa,m6,spal,,,,7.11,,1.58,
2022-09-01,fluxa,m6,spal,,,,,,,
2014-11-18,fluxa,m6,spal,,,,,,,
2022-02-10,fluxa,m6,spal,,,,,,,
2017-06-30,fluxa,m6,spal,,,,,,,
2014-12-09,fluxa,m6,spal,,,,,,,
2016-06-14,fluxa,m6,spal,,,,,,,
2022-11-04,fluxa,m6,spal,,,,,,,
2015-03-25,fluxa,m6,spal,,,,,,,
2017-10-03,fluxa,m6,spal,,,,,,,
2015-04-14,fluxa,m6,spal,,,,,,,
2022-05-20,fluxa,m6,spal,,,,,,,
2015-06-25,fluxa,m6,spal,,,,,,,
2015-07-26,fluxa,m6,spal,,,,,,,
2016-09-13,fluxa,m6,spal,,,,,,,
2015-08-27,fluxa,m6,spal,,,,,,,
2023-03-08,fluxa,m6,spal,,,,,,,
2013-07-10,fluxa,m6,spal,,,,,,,
2014-06-23,fluxa,m6,spal,,,,,,,
2022-08-04,fluxa,m6,spal,,,,,,,
2014-07-21,fluxa,m6,spal,,,,,,,
2016-02-19,fluxa,m6,spal,,,,,,,
2016-03-30,fluxa,m6,spal,,,,,,,
2016-04-27,fluxa,m6,spal,,,,,,,
2017-05-23,fluxa,m6,spal,,,,,,,
2013-06-11,fluxa,m6,spal,,,,,,,
2015-01-14,fluxa,m6,spal,,,,,,,
2015-02-12,fluxa,m6,spal,,,,,,,
2019-03-27,fluxa,m6,spal,,,,,,,
2023-02-17,fluxa,m6,spal,,,,,,,
2018-01-31,fluxa,m6,spal,,,,,,,
2018-02-15,fluxa,m6,spal,,,,,,,
2015-09-23,fluxa,m6,spal,,,,,,,
2018-03-26,fluxa,m6,spal,,,,,,,
2015-10-28,fluxa,m6,spal,,,,,,,
2016-10-26,fluxa,m6,spal,,,,,,,
2015-11-20,fluxa,m6,spal,,,,,,,
2016-01-26,fluxa,m6,spal,,,,,,,
2017-02-06,fluxa,m6,spal,,,,,,,
2017-03-21,fluxa,m6,spal,,,,,,,
2013-09-12,fluxa,m6,spal,,,,,,,
2019-01-15,fluxa,m6,spal,,,,,,,
2017-07-18,fluxa,m6,spal,,,,,,,
2016-07-12,fluxa,m6,spal,,,,,,,
2017-11-10,fluxa,m6,spal,,,,,,,
2016-08-17,fluxa,m6,spal,,,,,,,
2017-11-30,fluxa,m6,spal,,,,,,,
2019-04-25,fluxa,m6,spal,,,,,,,
2013-08-12,fluxa,m6,spal,,,,,,,
2019-07-26,fluxa,m6,spal,,,,,,,
2019-07-31,fluxa,m6,spal,,,,,,,
2013-10-02,fluxa,m6,spal,,,,,,,
2015-12-21,fluxa,m6,spal,,,,,,,
2018-07-06,fluxa,m6,spal,,,,,,,
2018-08-22,fluxa,m6,spal,,,,,,,
2017-04-19,fluxa,m6,spal,,,,,,,
2018-09-20,fluxa,m6,spal,,,,,,,
2016-05-04,fluxa,m6,spal,,,,,,,
2018-12-04,fluxa,m6,spal,,,,,,,
2014-01-27,fluxa,m6,spal,,,,,,,
2020-04-03,fluxa,m6,spal,,,,,,,
2013-11-19,fluxa,m6,spal,,,,,,,
2017-08-15,fluxa,m6,spal,,,,,,,
2020-05-14,fluxa,m6,spal,,,,,,,
2019-01-31,fluxa,m6,spal,,,,,,,
2019-02-26,fluxa,m6,spal,,,,,,,
2020-07-24,fluxa,m6,spal,,,,,,,
2018-04-25,fluxa,m6,spal,,,,,,,
2020-08-27,fluxa,m6,spal,,,,,,,
2017-12-20,fluxa,m6,spal,,,,,,,
2019-05-29,fluxa,m6,spal,,,,,,,
2019-08-09,fluxa,m6,spal,,,,,,,
2021-01-26,fluxa,m6,spal,,,,,,,
2016-12-21,fluxa,m6,spal,,,,,,,
2017-01-24,fluxa,m6,spal,,,,,,,
2018-06-13,fluxa,m6,spal,,,,,,,
2019-11-22,fluxa,m6,spal,,,,,,,
2019-12-10,fluxa,m6,spal,,,,,,,
2020-01-30,fluxa,m6,spal,,,,,,,
2020-09-30,fluxa,m6,spal,,,,,,,
2013-12-12,fluxa,m6,spal,,,,,,,
2020-03-30,fluxa,m6,spal,,,,,,,
2020-11-30,fluxa,m6,spal,,,,,,,
2020-06-25,fluxa,m6,spal,,,,,,,
2018-11-06,fluxa,m6,spal,,,,,,,
2014-02-27,fluxa,m6,spal,,,,,,,
2018-05-29,fluxa,m6,spal,,,,,,,
2019-09-25,fluxa,m6,spal,,,,,,,
2020-10-28,fluxa,m6,spal,,,,,,,
2020-12-17,fluxa,m6,spal,,,,,,,
2019-11-01,fluxa,m6,spal,,,,,,,
2020-03-02,fluxa,m6,spal,,,,,,,
2014-10-03,fluxa,m7,spal,,,,10.54,,0.87,
2014-10-03,fluxa,m8,spal,,,,6.01,,0.14,
2014-10-03,fluxa,m9,spal,,,,7.17,,2.05,
2021-08-13,north,ns1,spal,3,1.43,0,4.01,2.2,2.54,1.34
2021-11-13,north,ns1,spal,4,1.12,0,1.75,1.38,0.57,0.55
2022-02-26,north,ns1,spal,1,0.22,0,1.31,1.02,0.27,0.25
2023-02-18,north,ns1,spal,2,0.68,0.1,0.96,0.86,0.04,0.04
2022-11-04,north,ns1,spal,3,0.7,0,0.4,0.22,0.21,0.09
2022-08-06,north,ns1,spal,5,1.3,0,2.94,2.44,0.1,0.07
2022-05-08,north,ns1,spal,5,2.26,0,1.8,1.08,0.13,0.12
2021-06-19,north,ns1,spal,2,1.29,0.38,1.23,0.67,4.64,2.49
2022-11-04,north,ns2,spal,2,0.38,0.17,0.46,0.14,1.67,1.21
2021-11-13,north,ns2,spal,3,0.84,0.08,2.92,2.4,0.33,0.31
2021-08-13,north,ns2,spal,2,1.63,0,3.79,1.84,1.2,0.67
2022-02-26,north,ns2,spal,2,0.44,0,1.39,1.03,0.21,0.2
2021-06-19,north,ns2,spal,1,1.23,1.2,4.95,2.76,1.78,1.33
2023-02-18,north,ns2,spal,1,0.36,0.61,1.56,1.28,0.12,0.11
2022-05-08,north,ns2,spal,3,1.45,0,2.23,1.94,0.26,0.26
2022-08-06,north,ns2,spal,3,1.49,0,2.19,1.67,0.26,0.24
2021-08-13,north,ns3,spal,4,3.2,0,8.48,5.57,2.4,1.42
2022-11-04,north,ns3,spal,3,1.12,0,1.98,1.34,0.31,0.28
2022-05-08,north,ns3,spal,3,1.95,0,1.48,1.09,0.15,0.13
2022-02-26,north,ns3,spal,2,0.39,0,1.3,0.89,0.18,0.17
2021-11-13,north,ns3,spal,3,0.47,0,1.26,1.06,0.76,0.69
2021-06-19,north,ns3,spal,2,2.55,0.32,2.04,1.52,6.15,3.25
2023-02-18,north,ns3,spal,2,0.43,0.34,2.07,1.4,0.31,0.28
2022-08-06,north,ns3,spal,5,2.09,0,2.53,1.83,0.06,0.03
2022-02-26,north,ns4,spal,5,0.66,0,2.31,1.25,0.69,0.31
2021-06-19,north,ns4,spal,3,0.95,0.39,3.94,2.01,1.32,0.84
2021-08-13,north,ns4,spal,3,2.25,0,4.8,3.02,1.25,0.7
2023-02-18,north,ns4,spal,2,0.32,0,2.76,1.64,0.4,0.11
2021-11-13,north,ns4,spal,3,0.67,0.35,4.46,3.12,3.02,2.51
2022-05-08,north,ns4,spal,2,1.73,0,2.17,1.21,1.35,0.71
2022-11-04,north,ns4,spal,3,0.85,0.05,3.5,1.99,0.95,0.56
2022-08-06,north,ns4,spal,2,1.14,0.45,2.97,1.42,0.6,0.06
2022-05-08,north,ns5,spal,2,1.23,0,1.57,0.86,0.5,0.09
2023-02-18,north,ns5,spal,3,0.62,0,2.62,1.21,0.61,0.09
2021-06-19,north,ns5,spal,4,1.68,0,6.29,4.34,1.84,0.95
2022-11-04,north,ns5,spal,3,0.55,0,2.15,1.13,0.39,0.06
2022-08-06,north,ns5,spal,1,0.63,0.22,3.65,2.09,1.1,0.47
2022-02-26,north,ns5,spal,3,0.68,0.74,3.41,2.02,0.93,0.3
2021-11-13,north,ns5,spal,3,1.93,0,3.02,1.87,0.78,0.3
2021-08-13,north,ns5,spal,4,2.1,0,3.31,1.76,1.02,0.34
2022-05-08,north,ns6,spal,2,1.22,0,2.12,1.14,0.91,0.16
2022-02-26,north,ns6,spal,3,0.97,0,3.73,2.53,1.48,0.72
2021-06-19,north,ns6,spal,3,0.84,0,4.63,3.03,1.59,0.51
2022-11-04,north,ns6,spal,1,0.29,0,4.13,2.39,0.98,0.27
2021-11-13,north,ns6,spal,6,2.31,0,3.85,2.73,1.4,0.77
2023-02-18,north,ns6,spal,2,0.42,0,2.22,1.34,0.92,0.29
2021-08-13,north,ns6,spal,4,2.34,0,4.93,3.12,0.9,0.3
2022-08-06,north,ns6,spal,2,2.17,0,3.02,1.78,0.62,0.13
2021-11-13,north,ns7,spal,4,1.3,0,3.02,2.23,1.02,0.97
2023-02-18,north,ns7,spal,4,0.71,0.15,2.34,1.47,0.32,0.21
2021-08-13,north,ns7,spal,3,1.42,0,5.3,3.12,0.7,0.36
2022-05-08,north,ns7,spal,2,2.45,0,3.74,2.48,0.39,0.25
2021-06-19,north,ns7,spal,1,1.17,0.19,7.96,5.04,1.81,1.23
2022-02-26,north,ns7,spal,2,0.48,0,3.46,2.25,0.75,0.54
2022-11-04,north,ns7,spal,3,1.28,0,4.02,2.4,0.71,0.51
2022-08-06,north,ns7,spal,2,1.48,0.24,2.11,0.92,0.3,0.26
2023-02-18,north,ns8,spal,2,0.56,0,4.03,2.6,0.42,0.33
2022-02-26,north,ns8,spal,2,1.28,0,3.07,2.06,0.76,0.52
2021-11-13,north,ns8,spal,3,1.78,0,2.37,1.65,0.55,0.47
2022-11-04,north,ns8,spal,5,1.51,0,2.9,1.72,0.6,0.45
2021-08-13,north,ns8,spal,2,0.58,0,4.43,2.88,0.92,0.73
2022-05-08,north,ns8,spal,2,2.04,0,2.3,1.27,0.2,0.11
2022-08-06,north,ns8,spal,6,2.74,0,2.04,1.44,0.55,0.25
2021-06-19,north,ns8,spal,3,0.96,0,4.65,3.45,0.98,0.6
2022-05-08,north,ns9,spal,3,1.35,0.34,3.54,2.49,0.55,0.43
2023-02-18,north,ns9,spal,4,0.85,1.2,4.39,2.68,1.29,1.17
2021-11-13,north,ns9,spal,4,2.29,0,4.91,3.12,1.42,1.17
2021-08-13,north,ns9,spal,3,1.33,0,4.09,2.51,1.45,1.04
2022-02-26,north,ns9,spal,2,0.72,0,2.75,1.69,1.2,0.86
2022-08-06,north,ns9,spal,2,1.77,0,2.25,1.25,0.57,0.37
2021-06-19,north,ns9,spal,5,1.53,0.26,8.03,5.79,3.2,2.73
2022-11-04,north,ns9,spal,2,0.27,0.07,2.42,1.28,0.64,0.45
2021-02-24,fluxa,s1,spal,1,,,9.83,2.85,1.66,0.65
2021-03-23,fluxa,s1,spal,1,,,2.75,1.07,1.41,1.03
2021-04-23,fluxa,s1,spal,1,,,3.18,1.1,1.99,1.55
2021-05-26,fluxa,s1,spal,1,,,8.27,2.69,1.74,1.24
2022-01-30,fluxa,s1,spal,,,,,,,
2021-06-23,fluxa,s1,spal,4,,,11.3,3.62,3.47,2.51
2022-10-06,fluxa,s1,spal,,,,,,,
2022-02-10,fluxa,s1,spal,,,,,,,
2021-07-20,fluxa,s1,spal,5,,,10,3.91,1.36,1.01
2022-03-10,fluxa,s1,spal,1,,,5.03,2.23,0.75,0.45
2022-04-12,fluxa,s1,spal,,,,,,,
2015-03-25,fluxa,s1,spal,,,,6.3,,1,
2021-08-31,fluxa,s1,spal,3,,,4.76,2.35,0.57,0.48
2022-12-05,fluxa,s1,spal,4,,,6.06,2.72,4.74,2.66
2015-05-13,fluxa,s1,spal,,,,4.19,,1.72,
2021-09-30,fluxa,s1,spal,1,,,7.09,2.83,1.94,1.42
2021-10-26,fluxa,s1,spal,4,,,5.64,2.15,1.8,1.38
2023-02-17,fluxa,s1,spal,,,,,,,
2022-06-07,fluxa,s1,spal,4,,,13.36,2.53,4.59,2.55
2022-07-11,fluxa,s1,spal,,,,,,,
2014-05-27,fluxa,s1,spal,,,,4.31,,1.06,
2014-03-26,fluxa,s1,spal,,0.6,0.02,1.06,,0.44,
2021-12-02,fluxa,s1,spal,4,,,5.77,2.19,2.81,2.06
