Data set title: null. 2023. Spartina alterniflora marsh vegetation data along the Georgia coast used in the Belowground Ecosystem Resiliency Model version 2.0. Georgia Coastal Ecosystems LTER Data Catalog (data set PLT-GCET-2308; /data/PLT-GCET-2308),,,,,,
,,,,,,
Date,Site,Plot,Species,Vegplot_area,LAI,SPAD_chlorophyll_reading
2018-02-15,fluxa,t7,spal,3025,,
2018-02-15,fluxa,t8,spal,3025,,
2018-03-26,fluxa,m1,spal,625,,
2018-03-26,fluxa,m2,spal,625,,
2018-03-26,fluxa,m3,spal,625,,
2018-03-26,fluxa,m4,spal,625,,
2018-03-26,fluxa,m5,spal,625,,
2018-03-26,fluxa,m6,spal,625,,
2018-03-26,fluxa,s1,spal,625,,
2018-03-26,fluxa,s2,spal,625,,
2018-03-26,fluxa,s3,spal,625,,
2018-03-26,fluxa,s4,spal,625,,
2018-03-26,fluxa,s5,spal,625,,
2018-03-26,fluxa,s6,spal,625,,
2018-03-26,fluxa,t1,spal,3025,,
2018-03-26,fluxa,t2,spal,3025,,
2018-03-26,fluxa,t3,spal,3025,,
2018-03-26,fluxa,t4,spal,3025,,
2018-03-26,fluxa,t5,spal,3025,,
2018-03-26,fluxa,t6,spal,3025,,
2018-03-26,fluxa,t7,spal,3025,,
2018-03-26,fluxa,t8,spal,3025,,
2018-04-25,fluxa,m1,spal,625,,
2018-04-25,fluxa,m2,spal,625,,
2018-04-25,fluxa,m3,spal,625,,
2018-04-25,fluxa,m4,spal,625,,
2018-04-25,fluxa,m5,spal,625,,
2018-04-25,fluxa,m6,spal,625,,
2018-04-25,fluxa,s1,spal,625,,
2018-04-25,fluxa,s2,spal,625,,
2018-04-25,fluxa,s3,spal,625,,
2018-04-25,fluxa,s4,spal,625,,
2018-04-25,fluxa,s5,spal,625,,
2018-04-25,fluxa,s6,spal,625,,
2018-04-25,fluxa,t1,spal,3025,,
2018-04-25,fluxa,t2,spal,3025,,
2018-04-25,fluxa,t3,spal,3025,,
2018-04-25,fluxa,t4,spal,3025,,
2018-04-25,fluxa,t5,spal,3025,,
2018-04-25,fluxa,t6,spal,3025,,
2018-04-25,fluxa,t7,spal,3025,,
2018-04-25,fluxa,t8,spal,3025,,
2018-05-29,fluxa,m1,spal,625,,
2018-05-29,fluxa,m2,spal,625,,
2018-05-29,fluxa,m3,spal,625,,
2018-05-29,fluxa,m4,spal,625,,
2018-05-29,fluxa,m5,spal,625,,
2018-05-29,fluxa,m6,spal,625,,
2018-05-29,fluxa,s1,spal,625,,
2018-05-29,fluxa,s2,spal,625,,
2018-05-29,fluxa,s3,spal,625,,
2018-05-29,fluxa,s4,spal,625,,
2018-05-29,fluxa,s5,spal,625,,
2018-05-29,fluxa,s6,spal,625,,
2018-05-29,fluxa,t1,spal,3025,,
2018-05-29,fluxa,t2,spal,3025,,
2018-05-29,fluxa,t3,spal,3025,,
2018-05-29,fluxa,t4,spal,3025,,
2018-05-29,fluxa,t5,spal,3025,,
2018-05-29,fluxa,t6,spal,3025,,
2018-05-29,fluxa,t7,spal,3025,,
2018-05-29,fluxa,t8,spal,3025,,
2018-06-13,fluxa,m1,spal,625,,
2018-06-13,fluxa,m2,spal,625,,
2018-06-13,fluxa,m3,spal,625,,
2018-06-13,fluxa,m4,spal,625,,
2018-06-13,fluxa,m5,spal,625,,
2018-06-13,fluxa,m6,spal,625,,
2018-06-13,fluxa,s1,spal,625,,
2018-06-13,fluxa,s2,spal,625,,
2018-06-13,fluxa,s3,spal,625,,
2018-06-13,fluxa,s4,spal,625,,
2018-06-13,fluxa,s5,spal,625,,
2018-06-13,fluxa,s6,spal,625,,
2018-06-13,fluxa,t1,spal,3025,,
2018-06-13,fluxa,t2,spal,3025,,
2018-06-13,fluxa,t3,spal,3025,,
2018-06-13,fluxa,t4,spal,3025,,
2018-06-13,fluxa,t5,spal,3025,,
2018-06-13,fluxa,t6,spal,3025,,
2018-06-13,fluxa,t7,spal,3025,,
2018-06-13,fluxa,t8,spal,3025,,
2018-07-06,fluxa,m1,spal,625,,
2018-07-06,fluxa,m2,spal,625,,
2018-07-06,fluxa,m3,spal,625,,
2018-07-06,fluxa,m4,spal,625,,
2018-07-06,fluxa,m5,spal,625,,
2018-07-06,fluxa,m6,spal,625,,
2018-07-06,fluxa,s1,spal,625,,
2018-07-06,fluxa,s2,spal,625,,
2018-07-06,fluxa,s3,spal,625,,
2018-07-06,fluxa,s4,spal,625,,
2018-07-06,fluxa,s5,spal,625,,
2018-07-06,fluxa,s6,spal,625,,
2018-07-06,fluxa,t1,spal,3025,,
2018-07-06,fluxa,t2,spal,3025,,
2018-07-06,fluxa,t3,spal,3025,,
2018-07-06,fluxa,t4,spal,3025,,
2018-07-06,fluxa,t5,spal,3025,,
2018-07-06,fluxa,t6,spal,3025,,
2018-07-06,fluxa,t7,spal,3025,,
2018-07-06,fluxa,t8,spal,3025,,
2018-08-22,fluxa,m1,spal,625,0.58,
2018-08-22,fluxa,m1,spal,,0.58,
2018-08-22,fluxa,m2,spal,625,0.6,
2018-08-22,fluxa,m2,spal,,0.6,
2018-08-22,fluxa,m3,spal,625,0.48,
2018-08-22,fluxa,m3,spal,,0.48,
2018-08-22,fluxa,m4,spal,625,0.43,
2018-08-22,fluxa,m4,spal,,0.43,
2018-08-22,fluxa,m5,spal,625,0.5,
2018-08-22,fluxa,m5,spal,,0.5,
2018-08-22,fluxa,m6,spal,625,0.41,
2018-08-22,fluxa,m6,spal,,0.41,
2018-08-22,fluxa,s1,spal,625,0.83,
2018-08-22,fluxa,s1,spal,,0.83,
2018-08-22,fluxa,s2,spal,625,0.78,
2018-08-22,fluxa,s2,spal,,0.78,
2018-08-22,fluxa,s3,spal,625,0.69,
2018-08-22,fluxa,s3,spal,,0.69,
2018-08-22,fluxa,s4,spal,625,0.59,
2018-08-22,fluxa,s4,spal,,0.59,
2018-08-22,fluxa,s5,spal,625,0.84,
2018-08-22,fluxa,s5,spal,,0.84,
2018-08-22,fluxa,s6,spal,625,0.65,
2018-08-22,fluxa,s6,spal,,0.65,
2018-08-22,fluxa,t1,spal,3025,2.79,
2018-08-22,fluxa,t1,spal,,2.79,
2018-08-22,fluxa,t2,spal,3025,2.33,
2018-08-22,fluxa,t2,spal,,2.33,
2018-08-22,fluxa,t3,spal,3025,2.52,
2018-08-22,fluxa,t3,spal,,2.52,
2018-08-22,fluxa,t4,spal,3025,2.63,
2018-08-22,fluxa,t4,spal,,2.63,
2018-08-22,fluxa,t5,spal,3025,2.04,
2018-08-22,fluxa,t5,spal,,2.04,
2018-08-22,fluxa,t6,spal,3025,2.64,
2018-08-22,fluxa,t6,spal,,2.64,
2018-08-22,fluxa,t7,spal,3025,2.49,
2018-08-22,fluxa,t7,spal,,2.49,
2018-08-22,fluxa,t8,spal,3025,1.35,
2018-08-22,fluxa,t8,spal,,1.35,
2018-09-20,fluxa,m1,spal,625,,
2018-09-20,fluxa,m2,spal,625,,
2018-09-20,fluxa,m3,spal,625,,
2018-09-20,fluxa,m4,spal,625,,
2018-09-20,fluxa,m5,spal,625,,
2018-09-20,fluxa,m6,spal,625,,
2018-09-20,fluxa,s1,spal,625,,
2018-09-20,fluxa,s2,spal,625,,
2018-09-20,fluxa,s3,spal,625,,
2018-09-20,fluxa,s4,spal,625,,
2018-09-20,fluxa,s5,spal,625,,
2018-09-20,fluxa,s6,spal,625,,
2018-09-20,fluxa,t1,spal,3025,,
2018-09-20,fluxa,t2,spal,3025,,
2018-09-20,fluxa,t3,spal,3025,,
2018-09-20,fluxa,t4,spal,3025,,
2018-09-20,fluxa,t5,spal,3025,,
2018-09-20,fluxa,t6,spal,3025,,
2018-09-20,fluxa,t7,spal,3025,,
2018-09-20,fluxa,t8,spal,3025,,
2018-11-06,fluxa,m1,spal,625,0.64,
2018-11-06,fluxa,m1,spal,,0.64,
2018-11-06,fluxa,m2,spal,625,0.42,
2018-11-06,fluxa,m2,spal,,0.42,
2018-11-06,fluxa,m3,spal,625,0.45,
2018-11-06,fluxa,m3,spal,,0.45,
2018-11-06,fluxa,m4,spal,625,1.28,
2018-11-06,fluxa,m4,spal,,1.28,
2018-11-06,fluxa,m5,spal,625,0.63,
2018-11-06,fluxa,m5,spal,,0.63,
2018-11-06,fluxa,m6,spal,625,0.37,
2018-11-06,fluxa,m6,spal,,0.37,
2018-11-06,fluxa,s1,spal,625,0.94,
2018-11-06,fluxa,s1,spal,,0.94,
2018-11-06,fluxa,s2,spal,625,1.31,
2018-11-06,fluxa,s2,spal,,1.31,
2018-11-06,fluxa,s3,spal,625,1.28,
2018-11-06,fluxa,s3,spal,,1.28,
2018-11-06,fluxa,s4,spal,625,1.16,
2018-11-06,fluxa,s4,spal,,1.16,
2018-11-06,fluxa,s5,spal,625,1.36,
2018-11-06,fluxa,s5,spal,,1.36,
2018-11-06,fluxa,s6,spal,625,0.91,
2018-11-06,fluxa,s6,spal,,0.91,
2018-11-06,fluxa,t1,spal,3025,2.32,
2018-11-06,fluxa,t1,spal,,2.32,
2018-11-06,fluxa,t2,spal,3025,2.23,
2018-11-06,fluxa,t2,spal,,2.23,
2018-11-06,fluxa,t3,spal,3025,2.53,
2018-11-06,fluxa,t3,spal,,2.53,
2018-11-06,fluxa,t4,spal,3025,2.99,
2018-11-06,fluxa,t4,spal,,2.99,
2018-11-06,fluxa,t5,spal,3025,2.53,
2018-11-06,fluxa,t5,spal,,2.53,
2018-11-06,fluxa,t6,spal,3025,2.73,
2018-11-06,fluxa,t6,spal,,2.73,
2018-11-06,fluxa,t7,spal,3025,2.37,
2018-11-06,fluxa,t7,spal,,2.37,
2018-11-06,fluxa,t8,spal,3025,3.02,
2018-11-06,fluxa,t8,spal,,3.02,
2018-12-04,fluxa,m1,spal,625,,
2018-12-04,fluxa,m2,spal,625,,
2018-12-04,fluxa,m3,spal,625,,
2018-12-04,fluxa,m4,spal,625,,
2018-12-04,fluxa,m5,spal,625,,
2018-12-04,fluxa,m6,spal,625,,
2018-12-04,fluxa,s1,spal,625,,
2018-12-04,fluxa,s2,spal,625,,
2018-12-04,fluxa,s3,spal,625,,
2018-12-04,fluxa,s4,spal,625,,
2018-12-04,fluxa,s5,spal,625,,
2018-12-04,fluxa,s6,spal,625,,
2018-12-04,fluxa,t1,spal,3025,,
2018-12-04,fluxa,t2,spal,3025,,
2018-12-04,fluxa,t3,spal,3025,,
2018-12-04,fluxa,t4,spal,3025,,
2018-12-04,fluxa,t5,spal,3025,,
2018-12-04,fluxa,t6,spal,3025,,
2018-12-04,fluxa,t7,spal,3025,,
2018-12-04,fluxa,t8,spal,3025,,
2019-01-15,fluxa,m1,spal,625,,
2019-01-15,fluxa,m2,spal,625,,
2019-01-15,fluxa,m3,spal,625,,
2019-01-15,fluxa,m4,spal,625,,
2019-01-15,fluxa,m5,spal,625,,
2019-01-15,fluxa,m6,spal,625,,
2019-01-15,fluxa,s1,spal,625,,
2019-01-15,fluxa,s2,spal,625,,
2019-01-15,fluxa,s3,spal,625,,
2019-01-15,fluxa,s4,spal,625,,
2019-01-15,fluxa,s5,spal,625,,
2019-01-15,fluxa,s6,spal,625,,
2019-01-15,fluxa,t1,spal,3025,,
2019-01-15,fluxa,t2,spal,3025,,
2019-01-15,fluxa,t3,spal,3025,,
2019-01-15,fluxa,t4,spal,3025,,
2019-01-15,fluxa,t5,spal,3025,,
2019-01-15,fluxa,t6,spal,3025,,
2019-01-15,fluxa,t7,spal,3025,,
2019-01-15,fluxa,t8,spal,3025,,
2019-01-31,fluxa,m1,spal,625,,
2019-01-31,fluxa,m2,spal,625,,
2019-01-31,fluxa,m3,spal,625,,
2019-01-31,fluxa,m4,spal,625,,
2019-01-31,fluxa,m5,spal,625,,
2019-01-31,fluxa,m6,spal,625,,
2019-01-31,fluxa,s1,spal,625,,
2019-01-31,fluxa,s2,spal,625,,
2019-01-31,fluxa,s3,spal,625,,
2019-01-31,fluxa,s4,spal,625,,
2019-01-31,fluxa,s5,spal,625,,
2019-01-31,fluxa,s6,spal,625,,
2019-01-31,fluxa,t1,spal,3025,,
2019-01-31,fluxa,t2,spal,3025,,
2019-01-31,fluxa,t3,spal,3025,,
2019-01-31,fluxa,t4,spal,3025,,
2019-01-31,fluxa,t5,spal,3025,,
2019-01-31,fluxa,t6,spal,3025,,
2019-01-31,fluxa,t7,spal,3025,,
2019-01-31,fluxa,t8,spal,3025,,
2019-02-26,fluxa,m1,spal,625,,
2019-02-26,fluxa,m2,spal,625,,
2019-02-26,fluxa,m3,spal,625,,
2019-02-26,fluxa,m4,spal,625,,
2019-02-26,fluxa,m5,spal,625,,
2019-02-26,fluxa,m6,spal,625,,
2019-02-26,fluxa,s1,spal,625,,
2019-02-26,fluxa,s2,spal,625,,
2019-02-26,fluxa,s3,spal,625,,
2019-02-26,fluxa,s4,spal,625,,
2019-02-26,fluxa,s5,spal,625,,
2019-02-26,fluxa,s6,spal,625,,
2019-02-26,fluxa,t1,spal,3025,,
2019-02-26,fluxa,t2,spal,3025,,
2019-02-26,fluxa,t3,spal,3025,,
2019-02-26,fluxa,t4,spal,3025,,
2019-02-26,fluxa,t5,spal,3025,,
2019-02-26,fluxa,t6,spal,3025,,
2019-02-26,fluxa,t7,spal,3025,,
2019-02-26,fluxa,t8,spal,3025,,
2019-03-27,fluxa,m1,spal,625,,
2019-03-27,fluxa,m2,spal,625,,
2019-03-27,fluxa,m3,spal,625,,
2019-03-27,fluxa,m4,spal,625,,
2019-03-27,fluxa,m5,spal,625,,
2019-03-27,fluxa,m6,spal,625,,
2019-03-27,fluxa,s1,spal,625,,
2019-03-27,fluxa,s2,spal,625,,
2019-03-27,fluxa,s3,spal,625,,
2019-03-27,fluxa,s4,spal,625,,
2019-03-27,fluxa,s5,spal,625,,
2019-03-27,fluxa,s6,spal,625,,
2019-03-27,fluxa,t1,spal,3025,,
2019-03-27,fluxa,t2,spal,3025,,
2019-03-27,fluxa,t3,spal,3025,,
2019-03-27,fluxa,t4,spal,3025,,
2019-03-27,fluxa,t5,spal,3025,,
2019-03-27,fluxa,t6,spal,3025,,
2019-03-27,fluxa,t7,spal,3025,,
2019-03-27,fluxa,t8,spal,3025,,
2019-04-25,fluxa,m1,spal,625,,
2019-04-25,fluxa,m2,spal,625,,
2019-04-25,fluxa,m3,spal,625,,
2019-04-25,fluxa,m4,spal,625,,
2019-04-25,fluxa,m5,spal,625,,
2019-04-25,fluxa,m6,spal,625,,
2019-04-25,fluxa,s1,spal,625,,
2019-04-25,fluxa,s2,spal,625,,
2019-04-25,fluxa,s3,spal,625,,
2019-04-25,fluxa,s4,spal,625,,
2019-04-25,fluxa,s5,spal,625,,
2019-04-25,fluxa,s6,spal,625,,
2019-04-25,fluxa,t1,spal,3025,,
2019-04-25,fluxa,t2,spal,3025,,
2019-04-25,fluxa,t3,spal,3025,,
2019-04-25,fluxa,t4,spal,3025,,
2019-04-25,fluxa,t5,spal,3025,,
2019-04-25,fluxa,t6,spal,3025,,
2019-04-25,fluxa,t7,spal,3025,,
2019-04-25,fluxa,t8,spal,3025,,
2019-05-29,fluxa,m1,spal,625,0.79,
2019-05-29,fluxa,m1,spal,,0.79,
2019-05-29,fluxa,m2,spal,625,0.73,
2019-05-29,fluxa,m2,spal,,0.73,
2019-05-29,fluxa,m3,spal,625,0.67,
2019-05-29,fluxa,m3,spal,,0.67,
2019-05-29,fluxa,m4,spal,625,0.93,
2019-05-29,fluxa,m4,spal,,0.93,
2019-05-29,fluxa,m5,spal,625,0.79,
2019-05-29,fluxa,m5,spal,,0.79,
2019-05-29,fluxa,m6,spal,625,0.76,
2019-05-29,fluxa,m6,spal,,0.76,
2019-05-29,fluxa,s1,spal,625,1.45,
2019-05-29,fluxa,s1,spal,,1.45,
2019-05-29,fluxa,s2,spal,625,1.04,
2019-05-29,fluxa,s2,spal,,1.04,
2019-05-29,fluxa,s3,spal,625,1.44,
2019-05-29,fluxa,s3,spal,,1.44,
2019-05-29,fluxa,s4,spal,625,1.28,
2019-05-29,fluxa,s4,spal,,1.28,
2019-05-29,fluxa,s5,spal,625,1.06,
2019-05-29,fluxa,s5,spal,,1.06,
2019-05-29,fluxa,s6,spal,625,0.97,
2019-05-29,fluxa,s6,spal,,0.97,
2019-05-29,fluxa,t1,spal,3025,4.24,
2019-05-29,fluxa,t1,spal,,4.24,
2019-05-29,fluxa,t2,spal,3025,3.54,
2019-05-29,fluxa,t2,spal,,3.54,
2019-05-29,fluxa,t3,spal,3025,4.36,
2019-05-29,fluxa,t3,spal,,4.36,
2019-05-29,fluxa,t4,spal,3025,4.13,
2019-05-29,fluxa,t4,spal,,4.13,
2019-05-29,fluxa,t5,spal,3025,2.62,
2019-05-29,fluxa,t5,spal,,2.62,
2019-05-29,fluxa,t6,spal,3025,3.55,
2019-05-29,fluxa,t6,spal,,3.55,
2019-05-29,fluxa,t7,spal,3025,4.04,
2019-05-29,fluxa,t7,spal,,4.04,
2019-05-29,fluxa,t8,spal,3025,4.06,
2019-05-29,fluxa,t8,spal,,4.06,
2019-07-17,fluxa,m1,spal,,,
2019-07-17,fluxa,m2,spal,,,
2019-07-17,fluxa,s1,spal,,,
2019-07-17,fluxa,s2,spal,,,
2019-07-17,fluxa,t1,spal,,,
2019-07-17,fluxa,t2,spal,,,
2019-07-26,fluxa,m1,spal,625,,
2019-07-26,fluxa,m2,spal,625,,
2019-07-26,fluxa,m3,spal,625,,
2019-07-26,fluxa,m4,spal,625,,
2019-07-26,fluxa,m5,spal,625,,
2019-07-26,fluxa,m6,spal,625,,
2019-07-26,fluxa,s1,spal,625,,
2019-07-26,fluxa,s2,spal,625,,
2019-07-26,fluxa,s3,spal,625,,
2019-07-26,fluxa,s4,spal,625,,
2019-07-26,fluxa,s5,spal,625,,
2019-07-26,fluxa,s6,spal,625,,
2019-07-26,fluxa,t1,spal,3025,,
2019-07-26,fluxa,t2,spal,3025,,
2019-07-26,fluxa,t3,spal,3025,,
2019-07-26,fluxa,t4,spal,3025,,
2019-07-26,fluxa,t5,spal,3025,,
2019-07-26,fluxa,t6,spal,3025,,
2019-07-26,fluxa,t7,spal,3025,,
2019-07-26,fluxa,t8,spal,3025,,
2019-07-31,fluxa,m1,spal,625,,
2019-07-31,fluxa,m2,spal,625,,
2019-07-31,fluxa,m3,spal,625,,
2019-07-31,fluxa,m4,spal,625,,
2019-07-31,fluxa,m5,spal,625,,
2019-07-31,fluxa,m6,spal,625,,
2019-07-31,fluxa,s1,spal,625,,
2019-07-31,fluxa,s2,spal,625,,
2019-07-31,fluxa,s3,spal,625,,
2019-07-31,fluxa,s4,spal,625,,
2019-07-31,fluxa,s5,spal,625,,
2019-07-31,fluxa,s6,spal,625,,
2019-07-31,fluxa,t1,spal,3025,,
2019-07-31,fluxa,t2,spal,3025,,
2019-07-31,fluxa,t3,spal,3025,,
2019-07-31,fluxa,t4,spal,3025,,
2019-07-31,fluxa,t5,spal,3025,,
2019-07-31,fluxa,t6,spal,3025,,
2019-07-31,fluxa,t7,spal,3025,,
2019-07-31,fluxa,t8,spal,3025,,
2019-08-09,fluxa,m1,spal,625,1.46,
2019-08-09,fluxa,m1,spal,,1.46,
2019-08-09,fluxa,m2,spal,625,1.18,
2019-08-09,fluxa,m2,spal,,1.18,
2019-08-09,fluxa,m3,spal,625,1.24,
2019-08-09,fluxa,m3,spal,,1.24,
2019-08-09,fluxa,m4,spal,625,1.29,
2019-08-09,fluxa,m4,spal,,1.29,
2019-08-09,fluxa,m5,spal,625,1.2,
2019-08-09,fluxa,m5,spal,,1.2,
2019-08-09,fluxa,m6,spal,625,1.06,
2019-08-09,fluxa,m6,spal,,1.06,
2019-08-09,fluxa,s1,spal,625,1.77,
2019-08-09,fluxa,s1,spal,,1.77,
2019-08-09,fluxa,s2,spal,625,1.66,
2019-08-09,fluxa,s2,spal,,1.66,
2019-08-09,fluxa,s3,spal,625,1.99,
2019-08-09,fluxa,s3,spal,,1.99,
2019-08-09,fluxa,s4,spal,625,1.93,
2019-08-09,fluxa,s4,spal,,1.93,
2019-08-09,fluxa,s5,spal,625,1.74,
2019-08-09,fluxa,s5,spal,,1.74,
2019-08-09,fluxa,s6,spal,625,1.71,
2019-08-09,fluxa,s6,spal,,1.71,
2019-08-09,fluxa,t1,spal,3025,3.82,
2019-08-09,fluxa,t1,spal,,3.82,
2019-08-09,fluxa,t2,spal,3025,3.21,
2019-08-09,fluxa,t2,spal,,3.21,
2019-08-09,fluxa,t3,spal,3025,4.09,
2019-08-09,fluxa,t3,spal,,4.09,
2019-08-09,fluxa,t4,spal,3025,3.44,
2019-08-09,fluxa,t4,spal,,3.44,
2019-08-09,fluxa,t5,spal,3025,1.67,
2019-08-09,fluxa,t5,spal,,1.67,
2019-08-09,fluxa,t6,spal,3025,3.33,
2019-08-09,fluxa,t6,spal,,3.33,
2019-08-09,fluxa,t7,spal,3025,3.73,
2019-08-09,fluxa,t7,spal,,3.73,
2019-08-09,fluxa,t8,spal,3025,2.96,
2019-08-09,fluxa,t8,spal,,2.96,
2019-08-28,fluxa,m1,spal,,0.69,
2019-08-28,fluxa,m2,spal,,0.37,
2019-08-28,fluxa,m3,spal,,0.53,
2019-08-28,fluxa,m4,spal,,0.72,
2019-08-28,fluxa,m5,spal,,0.5,
2019-08-28,fluxa,m6,spal,,0.58,
2019-08-28,fluxa,s1,spal,,0.9,
2019-08-28,fluxa,s2,spal,,0.68,
2019-08-28,fluxa,s3,spal,,0.74,
2019-08-28,fluxa,s4,spal,,0.94,
2019-08-28,fluxa,s5,spal,,0.65,
2019-08-28,fluxa,s6,spal,,1.1,
2019-08-28,fluxa,t1,spal,,2.07,
2019-08-28,fluxa,t2,spal,,3.27,
2019-08-28,fluxa,t3,spal,,3.36,
2019-08-28,fluxa,t4,spal,,2.64,
2019-08-28,fluxa,t5,spal,,2.56,
2019-08-28,fluxa,t6,spal,,2.75,
2019-08-28,fluxa,t7,spal,,2.51,
2019-08-28,fluxa,t8,spal,,3.82,
2019-09-25,fluxa,m1,spal,625,,
2019-09-25,fluxa,m2,spal,625,,
2019-09-25,fluxa,m3,spal,625,,
2019-09-25,fluxa,m4,spal,625,,
2019-09-25,fluxa,m5,spal,625,,
2019-09-25,fluxa,m6,spal,625,,
2019-09-25,fluxa,s1,spal,625,,
2019-09-25,fluxa,s2,spal,625,,
2019-09-25,fluxa,s3,spal,625,,
2019-09-25,fluxa,s4,spal,625,,
2019-09-25,fluxa,s5,spal,625,,
2019-09-25,fluxa,s6,spal,625,,
2019-09-25,fluxa,t1,spal,3025,,
2019-09-25,fluxa,t2,spal,3025,,
2019-09-25,fluxa,t3,spal,3025,,
2019-09-25,fluxa,t4,spal,3025,,
2019-09-25,fluxa,t5,spal,3025,,
2019-09-25,fluxa,t6,spal,3025,,
2019-09-25,fluxa,t7,spal,3025,,
2019-09-25,fluxa,t8,spal,3025,,
2019-11-01,fluxa,m1,spal,625,,
2019-11-01,fluxa,m2,spal,625,,
2019-11-01,fluxa,m3,spal,625,,
2019-11-01,fluxa,m4,spal,625,,
2019-11-01,fluxa,m5,spal,625,,
2019-11-01,fluxa,m6,spal,625,,
2019-11-01,fluxa,s1,spal,625,,
2019-11-01,fluxa,s2,spal,625,,
2019-11-01,fluxa,s3,spal,625,,
2019-11-01,fluxa,s4,spal,625,,
2019-11-01,fluxa,s5,spal,625,,
2019-11-01,fluxa,s6,spal,625,,
2019-11-01,fluxa,t1,spal,3025,,
2019-11-01,fluxa,t2,spal,3025,,
2019-11-01,fluxa,t3,spal,3025,,
2019-11-01,fluxa,t4,spal,3025,,
2019-11-01,fluxa,t5,spal,3025,,
2019-11-01,fluxa,t6,spal,3025,,
2019-11-01,fluxa,t7,spal,3025,,
2019-11-01,fluxa,t8,spal,3025,,
2019-11-22,fluxa,m1,spal,625,,
2019-11-22,fluxa,m2,spal,625,,
2019-11-22,fluxa,m3,spal,625,,
2019-11-22,fluxa,m4,spal,625,,
2019-11-22,fluxa,m5,spal,625,,
2019-11-22,fluxa,m6,spal,625,,
2019-11-22,fluxa,s1,spal,625,,
2019-11-22,fluxa,s2,spal,625,,
2019-11-22,fluxa,s3,spal,625,,
2019-11-22,fluxa,s4,spal,625,,
2019-11-22,fluxa,s5,spal,625,,
2019-11-22,fluxa,s6,spal,625,,
2019-11-22,fluxa,t1,spal,3025,,
2019-11-22,fluxa,t2,spal,3025,,
2019-11-22,fluxa,t3,spal,3025,,
2019-11-22,fluxa,t4,spal,3025,,
2019-11-22,fluxa,t5,spal,3025,,
2019-11-22,fluxa,t6,spal,3025,,
2019-11-22,fluxa,t7,spal,3025,,
2019-11-22,fluxa,t8,spal,3025,,
2019-12-10,fluxa,m1,spal,625,0.76,
2019-12-10,fluxa,m1,spal,,0.76,
2019-12-10,fluxa,m2,spal,625,0.52,
2019-12-10,fluxa,m2,spal,,0.52,
2019-12-10,fluxa,m3,spal,625,0.38,
2019-12-10,fluxa,m3,spal,,0.38,
2019-12-10,fluxa,m4,spal,625,0.53,
2019-12-10,fluxa,m4,spal,,0.53,
2019-12-10,fluxa,m5,spal,625,0.33,
2019-12-10,fluxa,m5,spal,,0.33,
2019-12-10,fluxa,m6,spal,625,0.2,
2019-12-10,fluxa,m6,spal,,0.2,
2019-12-10,fluxa,s1,spal,625,0.78,
2019-12-10,fluxa,s1,spal,,0.78,
2019-12-10,fluxa,s2,spal,625,1.1,
2019-12-10,fluxa,s2,spal,,1.1,
2019-12-10,fluxa,s3,spal,625,1.36,
2019-12-10,fluxa,s3,spal,,1.36,
2019-12-10,fluxa,s4,spal,625,0.76,
2019-12-10,fluxa,s4,spal,,0.76,
2019-12-10,fluxa,s5,spal,625,0.89,
2019-12-10,fluxa,s5,spal,,0.89,
2019-12-10,fluxa,s6,spal,625,0.81,
2019-12-10,fluxa,s6,spal,,0.81,
2019-12-10,fluxa,t1,spal,3025,1.42,
2019-12-10,fluxa,t1,spal,,1.42,
2019-12-10,fluxa,t2,spal,3025,4.45,
2019-12-10,fluxa,t2,spal,,4.45,
2019-12-10,fluxa,t3,spal,3025,2.76,
2019-12-10,fluxa,t3,spal,,2.76,
2019-12-10,fluxa,t4,spal,3025,2.24,
2019-12-10,fluxa,t4,spal,,2.24,
2019-12-10,fluxa,t5,spal,3025,2.16,
2019-12-10,fluxa,t5,spal,,2.16,
2019-12-10,fluxa,t6,spal,3025,2.46,
2019-12-10,fluxa,t6,spal,,2.46,
2019-12-10,fluxa,t7,spal,3025,2.07,
2019-12-10,fluxa,t7,spal,,2.07,
2019-12-10,fluxa,t8,spal,3025,1.75,
2019-12-10,fluxa,t8,spal,,1.75,
2020-01-30,fluxa,m1,spal,625,,
2020-01-30,fluxa,m2,spal,625,,
2020-01-30,fluxa,m3,spal,625,,
2020-01-30,fluxa,m4,spal,625,,
2020-01-30,fluxa,m5,spal,625,,
2020-01-30,fluxa,m6,spal,625,,
2020-01-30,fluxa,s1,spal,625,,
2020-01-30,fluxa,s2,spal,625,,
2020-01-30,fluxa,s3,spal,625,,
2020-01-30,fluxa,s4,spal,625,,
2020-01-30,fluxa,s5,spal,625,,
2020-01-30,fluxa,s6,spal,625,,
2020-01-30,fluxa,t1,spal,3025,,
2020-01-30,fluxa,t2,spal,3025,,
2020-01-30,fluxa,t3,spal,3025,,
2020-01-30,fluxa,t4,spal,3025,,
2020-01-30,fluxa,t5,spal,3025,,
2020-01-30,fluxa,t6,spal,3025,,
2020-01-30,fluxa,t7,spal,3025,,
2020-01-30,fluxa,t8,spal,3025,,
2020-03-02,fluxa,m1,spal,625,,
2020-03-02,fluxa,m2,spal,625,,
2020-03-02,fluxa,m3,spal,625,,
2020-03-02,fluxa,m4,spal,625,,
2020-03-02,fluxa,m5,spal,625,,
2020-03-02,fluxa,m6,spal,625,,
2020-03-02,fluxa,s1,spal,625,,
2020-03-02,fluxa,s2,spal,625,,
